Test ID,Drop Point,Result
244,-4.608,-8.76857
245,-4.59,-8.46188
246,-4.572,-7.99389
247,-4.554,-8.29581
248,-4.536,-8.0042
249,-4.518,-8.89896
250,-4.5,-8.21819
251,-4.482,-8.87661
252,-4.464,-8.02614
253,-4.446,-8.57012
254,-4.428,-8.09088
255,-4.41,-8.16021
256,-4.392,-8.86567
257,-4.374,-8.65737
258,-4.356,-9.22087
259,-4.338,-8.68777
260,-4.32,-7.93562
261,-4.302,-8.20825
262,-4.284,-8.08752
263,-4.266,-8.4361
264,-4.248,-8.33145
265,-4.23,-8.43055
266,-4.212,-8.32624
267,-4.194,-8.6915
268,-4.176,-8.75934
269,-4.158,-8.90154
270,-4.14,-8.51538
271,-4.122,-8.37416
272,-4.104,-8.22483
273,-4.086,-7.90877
274,-4.068,4.17002
275,-4.05,4.92333
276,-4.032,-6.73043
277,-4.014,-6.84092
278,-3.996,-6.77939
279,-3.978,-6.87401
280,-3.96,-6.7634
281,-3.942,-6.83589
282,-3.924,-6.85082
283,-3.906,-6.84926
284,-3.888,-6.87516
285,-3.87,-6.85134
286,-3.852,-6.87771
287,-3.834,-6.84828
288,-3.816,-6.83849
289,-3.798,-6.86364
290,-3.78,-6.925
291,-3.762,-6.84945
292,-3.744,-6.84974
293,-3.726,-6.8193
294,-3.708,-6.8478
295,-3.69,-6.78343
296,-3.672,-6.84702
297,-3.654,-6.82597
298,-3.636,-6.90013
299,-3.618,-6.78516
300,-3.6,-6.74084
301,-3.582,-6.77399
302,-3.564,-6.84841
303,-3.546,-6.78
304,-3.528,-6.79582
305,-3.51,-6.80585
306,-3.492,4.24112
307,-3.474,4.9938
308,-3.456,4.80196
309,-3.438,4.885
310,-3.42,4.73024
311,-3.402,NULL
312,-3.384,-4.26408
313,-3.366,4.16294
314,-3.348,4.8318
315,-3.33,4.89931
316,-3.312,4.68392
317,-3.294,4.83059
318,-3.276,4.21462
319,-3.258,4.19243
320,-3.24,-4.13902
321,-3.222,4.88577
322,-3.204,4.1973
323,-3.186,4.69291
324,-3.168,4.81698
325,-3.15,4.16441
326,-3.132,4.24718
327,-3.114,NULL
328,-3.096,4.23092
329,-3.078,4.29401
330,-3.06,4.81204
331,-3.042,4.20595
332,-3.024,-4.23803
333,-3.006,-4.74507
334,-2.988,4.22686
335,-2.97,NULL
336,-2.952,-6.80511
337,-2.934,-6.81568
338,-2.916,-6.96128
339,-2.898,-7.03043
340,-2.88,-6.97273
341,-2.862,-7.01725
342,-2.844,-6.92597
343,-2.826,-6.93515
344,-2.808,-6.99437
345,-2.79,-7.03108
346,-2.772,-6.90216
347,-2.754,-6.80067
348,-2.736,-6.74289
349,-2.718,-6.97586
350,-2.7,-6.69541
351,-2.682,-6.68061
352,-2.664,-7.03067
353,-2.646,-6.83299
354,-2.628,-6.70636
355,-2.61,-6.67629
356,-2.592,-6.74355
357,-2.574,-6.63147
358,-2.556,-6.76895
359,-2.538,-6.61965
360,-2.52,-6.7295
361,-2.502,-6.93089
362,-2.484,-6.67847
363,-2.466,-6.59938
364,-2.448,-6.65699
365,-2.43,-6.59674
366,-2.412,-6.75666
367,-2.394,-7.04626
368,-2.376,-6.9115
369,-2.358,-6.93762
370,-2.34,-6.825
371,-2.322,-6.83442
372,-2.304,-6.97387
373,-2.286,-6.94331
374,-2.268,-6.75903
375,-2.25,-6.98552
376,-2.232,-6.94214
377,-2.214,-6.93575
378,-2.196,-6.96875
379,-2.178,-6.97881
380,-2.16,-6.73347
381,-2.142,-6.86803
382,-2.124,-7.00668
383,-2.106,-6.90308
384,-2.088,-6.90321
385,-2.07,-6.99446
386,-2.052,-6.9248
387,-2.034,-7.02841
388,-2.016,-6.99438
389,-1.998,-6.96897
390,-1.98,-6.94698
391,-1.962,-6.94707
392,-1.944,-6.97353
393,-1.926,-7.01811
394,-1.908,-6.95234
395,-1.89,-6.85125
396,-1.872,-6.76089
397,-1.854,-7.00824
398,-1.836,-6.98915
399,-1.818,-7.03424
400,-1.8,-6.99634
401,-1.782,-7.03245
402,-1.764,-6.98693
403,-1.746,-7.00225
404,-1.728,-6.9484
405,-1.71,-7.008
406,-1.692,-6.94286
407,-1.674,-7.05027
408,-1.656,-7.03077
409,-1.638,-7.01222
410,-1.62,-7.02859
411,-1.602,-6.93682
412,-1.584,-6.99846
413,-1.566,-6.97797
414,-1.548,-6.99176
415,-1.53,-7.02806
416,-1.512,-6.96399
417,-1.494,-8.62767
418,-1.476,-8.43546
419,-1.458,8.70287
420,-1.44,NULL
421,-1.422,-8.53145
422,-1.404,-7.7621
423,-1.386,7.8943
424,-1.368,NULL
425,-1.35,-9.4046
426,-1.332,-8.47987
427,-1.314,-9.29605
428,-1.296,NULL
429,-1.278,8.81785
430,-1.26,-9.4035
431,-1.242,-8.52386
432,-1.224,8.64354
433,-1.206,-8.53373
434,-1.188,-8.6515
435,-1.17,-8.55523
436,-1.152,-8.51739
437,-1.134,-8.97162
438,-1.116,-9.03498
439,-1.098,-7.79953
440,-1.08,-9.32596
441,-1.062,-8.38887
442,-1.044,-7.9884
443,-1.026,-8.97748
444,-1.008,-9.49027
445,-0.99,-8.90302
446,-0.972,-8.34344
447,-0.954,-9.27984
448,-0.936,-8.64537
449,-0.918,-8.63173
450,-0.900001,-7.70162
451,-0.882,-9.484
452,-0.864,-8.43544
453,-0.846,-8.53375
454,-0.828,-8.67693
455,-0.809999,-9.00552
456,-0.792,-8.48523
457,-0.774,-8.51193
458,-0.756,-8.52407
459,-0.738,-8.67545
460,-0.72,-8.49513
461,-0.702,-9.28515
462,-0.684,-8.57681
463,-0.666,-7.78436
464,-0.648001,-8.52568
465,-0.63,-8.44553
466,-0.612,-7.69081
467,-0.594,-7.76308
468,-0.576,8.53489
469,-0.558,NULL
470,-0.54,-8.51071
471,-0.522,-7.67235
472,-0.504,NULL
473,-0.486,-9.38348
474,-0.467999,8.93571
475,-0.45,NULL
476,-0.432,-8.34094
477,-0.414,-9.34389
478,-0.396,-8.53172
479,-0.378,-8.66969
480,-0.360001,-8.71363
481,-0.342,-8.55
482,-0.324,-8.52054
483,-0.306,-8.5389
484,-0.288,8.53396
485,-0.27,7.74296
486,-0.252,8.52516
487,-0.234,8.59186
488,-0.216,8.55736
489,-0.198,8.45437
490,-0.18,8.52196
491,-0.162,8.64718
492,-0.144,9.27449
493,-0.126,8.53319
494,-0.108,8.62512
495,-0.0900002,9.3703
496,-0.0720005,8.61773
497,-0.0539999,-8.37879
498,-0.0360003,-8.28029
499,-0.0179996,-8.48977
500,0,-8.54081
501,0.0179996,8.43705
502,0.0359993,8.24544
503,0.0540009,8.1845
504,0.0720005,-8.61871
505,0.0900002,-9.39449
506,0.108,-8.6251
507,0.126,-8.05427
508,0.144,-9.27439
509,0.162,-8.6185
510,0.18,-8.74393
511,0.198,-8.45335
512,0.216001,-8.55887
513,0.234,-9.14902
514,0.252,-8.52313
515,0.27,-8.42404
516,0.287999,-8.60644
517,0.306001,8.53893
518,0.324,8.51933
519,0.342,8.63072
520,0.36,8.44701
521,0.378,8.56937
522,0.396,7.72988
523,0.414,9.32823
524,0.432,8.93632
525,0.45,NULL
526,0.468,-8.32665
527,0.486,9.35589
528,0.504,NULL
529,0.521999,7.69109
530,0.539999,8.63087
531,0.558001,NULL
532,0.576,-8.61422
533,0.594,8.38497
534,0.612,7.6841
535,0.63,8.45671
536,0.648001,8.52999
537,0.666,8.99943
538,0.684,8.61494
539,0.702,9.12425
540,0.72,8.48706
541,0.738,8.66868
542,0.756,8.52977
543,0.774,8.53465
544,0.792001,8.48379
545,0.81,8.93775
546,0.828,8.67757
547,0.846,8.53618
548,0.863999,8.44997
549,0.882,9.33973
550,0.900001,7.69895
551,0.918,8.61037
552,0.936,8.53549
553,0.954,8.97262
554,0.972,8.33447
555,0.99,8.86584
556,1.008,9.48111
557,1.026,9.00203
558,1.044,7.98657
559,1.062,8.36105
560,1.08,9.29592
561,1.098,7.77311
562,1.116,8.79234
563,1.134,9.33774
564,1.152,8.49938
565,1.17,8.59866
566,1.188,9.29204
567,1.206,8.56232
568,1.224,-8.38201
569,1.242,8.54953
570,1.26,8.63792
571,1.278,-9.43938
572,1.296,NULL
573,1.314,9.01397
574,1.332,8.42107
575,1.35,9.3213
576,1.368,NULL
577,1.386,-7.74658
578,1.404,7.82333
579,1.422,8.66682
580,1.44,NULL
581,1.458,-9.40324
582,1.476,8.42174
583,1.494,8.47364
584,1.512,6.9661
585,1.53,7.02836
586,1.548,6.99169
587,1.566,6.97838
588,1.584,6.9992
589,1.602,6.93699
590,1.62,7.02838
591,1.638,7.01204
592,1.656,7.03072
593,1.674,7.05016
594,1.692,6.94216
595,1.71,7.00775
596,1.728,6.94819
597,1.746,7.00239
598,1.764,6.98734
599,1.782,7.03253
600,1.8,6.99635
601,1.818,7.03421
602,1.836,6.98909
603,1.854,7.00835
604,1.872,6.76088
605,1.89,6.85148
606,1.908,6.95267
607,1.926,7.01984
608,1.944,6.97243
609,1.962,6.94592
610,1.98,6.94775
611,1.998,6.96942
612,2.016,7.0039
613,2.034,7.02702
614,2.052,6.92512
615,2.07,6.90933
616,2.088,6.90324
617,2.106,6.94832
618,2.124,6.99109
619,2.142,6.82471
620,2.16,6.73349
621,2.178,6.97973
622,2.196,6.96844
623,2.214,6.93586
624,2.232,6.94211
625,2.25,6.98555
626,2.268,6.75921
627,2.286,6.94317
628,2.304,6.97343
629,2.322,6.83497
630,2.34,6.82517
631,2.358,6.93586
632,2.376,6.91153
633,2.394,7.0465
634,2.412,6.75673
635,2.43,6.59693
636,2.448,6.65593
637,2.466,6.59988
638,2.484,6.67837
639,2.502,6.93095
640,2.52,6.72951
641,2.538,6.61965
642,2.556,6.76902
643,2.574,6.63161
644,2.592,6.74356
645,2.61,6.67639
646,2.628,6.72597
647,2.646,6.83314
648,2.664,7.03071
649,2.682,6.68054
650,2.7,6.69542
651,2.718,6.9755
652,2.736,6.74274
653,2.754,6.80104
654,2.772,6.9022
655,2.79,7.03208
656,2.808,6.98107
657,2.826,6.93422
658,2.844,6.91729
659,2.862,6.97805
660,2.88,6.97028
661,2.898,7.02987
662,2.916,6.96254
663,2.934,6.81503
664,2.952,6.80543
665,2.97,-4.94153
666,2.988,-4.20533
667,3.006,4.7825
668,3.024,4.93557
669,3.042,-4.20383
670,3.06,-4.81199
671,3.078,-4.29449
672,3.096,-4.23106
673,3.114,NULL
674,3.132,-4.24543
675,3.15,-4.15461
676,3.168,-4.8888
677,3.186,-4.69804
678,3.204,-4.19494
679,3.222,-4.9208
680,3.24,4.9657
681,3.258,-4.20817
682,3.276,-4.20734
683,3.294,-4.76329
684,3.312,-4.1586
685,3.33,-4.22406
686,3.348,-4.80335
687,3.366,-4.89551
688,3.384,4.75891
689,3.402,NULL
690,3.42,-4.69147
691,3.438,-4.23732
692,3.456,-4.14496
693,3.474,-4.90338
694,3.492,-4.82451
695,3.51,6.76721
696,3.528,6.79214
697,3.546,6.6937
698,3.564,6.84855
699,3.582,6.77417
700,3.6,6.74081
701,3.618,6.78521
702,3.636,6.85444
703,3.654,6.82603
704,3.672,6.84736
705,3.69,6.7836
706,3.708,6.84838
707,3.726,6.81931
708,3.744,6.84986
709,3.762,6.84939
710,3.78,6.92526
711,3.798,6.8635
712,3.816,6.83855
713,3.834,6.84863
714,3.852,6.87775
715,3.87,6.85134
716,3.888,6.87521
717,3.906,6.84951
718,3.924,6.85099
719,3.942,6.83576
720,3.96,6.76348
721,3.978,6.87402
722,3.996,6.77873
723,4.014,6.84073
724,4.032,6.81359
725,4.05,-4.84159
726,4.068,-4.91178
727,4.086,7.90765
728,4.104,8.22617
729,4.122,8.37416
730,4.14,8.50143
731,4.158,8.90148
732,4.176,8.75937
733,4.194,8.69149
734,4.212,8.32619
735,4.23,8.43055
736,4.248,8.33151
737,4.266,8.43604
738,4.284,8.08768
739,4.302,8.20815
740,4.32,7.93497
741,4.338,8.68923
742,4.356,9.21974
743,4.374,8.65629
744,4.392,8.8671
745,4.41,8.16087
746,4.428,8.08584
747,4.446,8.57102
748,4.464,8.02823
749,4.482,8.87633
750,4.5,8.21853
751,4.518,8.89535
752,4.536,8.00254
753,4.554,8.29609
754,4.572,7.99584
755,4.59,8.46174
756,4.608,8.76842
757,4.626,8.11277
758,4.644,8.76043
759,4.662,8.35099
760,4.68,8.18184
761,4.698,8.21161
762,4.716,8.56982
763,4.734,8.06537
764,4.752,8.09375
765,4.77,8.47561
766,4.788,8.85891
767,4.806,8.53997
768,4.824,7.95518
769,4.842,7.99329
770,4.86,8.01729
771,4.878,8.08133
772,4.896,8.05592
773,4.914,7.91187
774,4.932,8.09554
775,4.95,8.0741
776,4.968,8.08992
777,4.986,8.65604
778,5.004,8.55842
779,5.022,8.749
780,5.04,8.14165
781,5.058,8.08116
782,5.076,8.76734
783,5.094,8.0743
784,5.112,8.85942
785,5.13,8.08046
786,5.148,7.90949
787,5.166,8.06852
788,5.184,8.46256
789,5.202,8.0644
790,5.22,8.37607
791,5.238,8.07595
792,5.256,8.80679
793,5.274,8.60277
794,5.292,8.31569
795,5.31,8.2451
796,5.328,8.66758
797,5.346,8.11079
798,5.364,8.08575
799,5.382,8.79225
800,5.4,8.61271
801,5.418,8.47924
802,5.436,8.0853
803,5.454,8.08235
804,5.472,8.0181
805,5.49,8.34169
806,5.508,3.04566
807,5.526,3.01056
808,5.544,3.12234
809,5.562,2.89015
810,5.58,2.9025
811,5.598,3.16012
812,5.616,3.23017
813,5.634,3.23656
814,5.652,2.9228
815,5.67,2.96461
816,5.688,2.91882
817,5.706,3.11364
818,5.724,3.25571
819,5.742,3.23282
820,5.76,3.13194
821,5.778,3.2671
822,5.796,3.27199
823,5.814,3.24398
824,5.832,3.24372
825,5.85,3.24056
826,5.868,3.27971
827,5.886,3.00194
828,5.904,3.24761
829,5.922,3.25604
830,5.94,2.85726
831,5.958,2.95141
832,5.976,2.90476
833,5.994,2.94183
834,6.012,3.25789
835,6.03,3.12257
836,6.048,3.0961
837,6.066,2.89836
838,6.084,2.97149
839,6.102,3.00283
840,6.12,3.18869
841,6.138,3.2677
842,6.156,3.26054
843,6.174,3.07737
844,6.192,3.02012
845,6.21,3.28303
846,6.228,3.13276
847,6.246,2.16383
848,6.264,3.20417
849,6.282,3.24208
850,6.3,2.92555
851,6.318,3.21342
852,6.336,3.28374
853,6.354,3.26637
854,6.372,3.12645
855,6.39,3.22104
856,6.408,3.26482
857,6.426,3.15811
858,6.444,3.26473
859,6.462,3.26255
860,6.48,3.26406
861,6.498,3.27457
862,6.516,2.9003
863,6.534,3.0649
864,6.552,3.28039
865,6.57,2.98177
866,6.588,2.92565
867,6.606,3.22846
868,6.624,3.26927
869,6.642,3.27434
870,6.66,3.16399
871,6.678,3.10391
872,6.696,3.25447
873,6.714,3.2619
874,6.732,3.04694
875,6.75,2.89735
876,6.768,2.62598
877,6.786,3.25444
878,6.804,3.19863
879,6.822,2.92224
880,6.84,3.2654
881,6.858,3.28627
882,6.876,3.13322
883,6.894,2.90101
884,6.912,3.25781
885,6.93,3.06334
886,6.948,3.2602
887,6.966,3.2622
888,6.984,4.03091
889,7.002,-0.0130004
890,7.02,-0.00871762
891,7.038,-0.00984051
892,7.056,-0.0110262
893,7.074,-0.000281334
894,7.092,4.05113
895,7.11,-0.000494684
896,7.128,-0.00114898
897,7.146,-0.00299106
898,7.164,0.00215671
899,7.182,3.94918
900,7.2,-0.00634035
901,7.218,3.90134
902,7.236,4.13616
903,7.254,4.09348
904,7.272,-0.00879719
905,7.29,-0.00583254
906,7.308,-0.0010287
907,7.326,4.14549
908,7.344,4.77071
909,7.362,-0.00457069
910,7.38,0.000481046
911,7.398,-0.00996071
912,7.416,-0.0087546
913,7.434,-0.010594
914,7.452,-0.00248486
915,7.47,0.00420451
916,7.488,-0.00579318
917,7.506,NULL
918,7.524,NULL
919,7.542,3.22517
920,7.56,3.27834
921,7.578,3.26351
922,7.596,3.26648
923,7.614,2.95982
924,7.632,3.12439
925,7.65,2.9013
926,7.668,2.91579
927,7.686,3.02326
928,7.704,2.91398
929,7.722,3.05353
930,7.74,3.27349
931,7.758,3.26288
932,7.776,2.92493
933,7.794,3.26174
934,7.812,2.91367
935,7.83,3.16206
936,7.848,3.23792
937,7.866,3.24678
938,7.884,3.14171
939,7.902,2.67466
940,7.92,2.38302
941,7.938,2.36156
942,7.956,2.77112
943,7.974,2.37472
944,7.992,3.22432
945,8.01,3.28043
946,8.028,2.98021
947,8.046,3.28182
948,8.064,2.93855
949,8.082,2.90071
950,8.1,2.93199
951,8.118,3.12685
952,8.136,2.97555
953,8.154,3.01323
954,8.172,3.27138
955,8.19,3.00216
956,8.208,2.86002
957,8.226,2.97832
958,8.244,2.92704
959,8.262,2.91229
960,8.28,3.21616
961,8.298,3.05026
962,8.316,3.27622
963,8.334,3.2234
964,8.352,2.89636
965,8.37,2.93977
966,8.388,3.28109
967,8.406,3.12187
968,8.424,2.92439
969,8.442,3.12482
970,8.46,3.01028
971,8.478,3.0071
972,8.496,3.04338
973,8.514,3.20798
974,8.532,2.94621
975,8.55,3.27524
976,8.568,3.26663
977,8.586,5.00196
978,8.604,4.04037
979,8.622,-0.00761333
980,8.64,4.13114
981,8.658,4.74673
982,8.676,4.28531
983,8.694,4.2867
984,8.712,4.10678
985,8.73,4.11977
986,8.748,4.12023
987,8.766,4.08515
988,8.784,4.07771
989,8.802,4.06413
990,8.82,4.0827
991,8.838,4.13193
992,8.856,4.08008
993,8.874,4.10127
994,8.892,4.14675
995,8.91,4.0903
996,8.928,4.15532
997,8.946,4.07709
998,8.964,4.11659
999,8.982,4.0498
