Test ID,Drop Point,Result
192,-5.544,-6.47912
193,-5.526,-6.47364
194,-5.508,-6.56093
195,-5.49,-6.47776
196,-5.472,-6.5872
197,-5.454,-6.57289
198,-5.436,-6.53767
199,-5.418,-6.51795
200,-5.4,-6.51662
201,-5.382,-6.51698
202,-5.364,-6.45767
203,-5.346,-6.48786
204,-5.328,-6.6532
205,-5.31,-6.61273
206,-5.292,-6.56518
207,-5.274,-6.63611
208,-5.256,-6.55374
209,-5.238,-6.66675
210,-5.22,-6.51073
211,-5.202,-6.63637
212,-5.184,-6.66276
213,-5.166,-6.56133
214,-5.148,-6.56607
215,-5.13,-6.55358
216,-5.112,-6.50935
217,-5.094,-6.60417
218,-5.076,-6.638
219,-5.058,-6.60399
220,-5.04,-6.55971
221,-5.022,-6.51632
222,-5.004,-6.6048
223,-4.986,2.89785
224,-4.968,2.97012
225,-4.95,2.96631
226,-4.932,3.06204
227,-4.914,3.05028
228,-4.896,2.90173
229,-4.878,2.89702
230,-4.86,2.80506
231,-4.842,2.91804
232,-4.824,2.91879
233,-4.806,3.07646
234,-4.788,2.92514
235,-4.77,2.92831
236,-4.752,2.95296
237,-4.734,3.60597
238,-4.716,2.86399
239,-4.698,3.97423
240,-4.68,3.52476
241,-4.662,3.84247
242,-4.644,4.00375
243,-4.626,4.53518
244,-4.608,2.95744
245,-4.59,-7.36644
246,-4.572,-8.10371
247,-4.554,-8.92308
248,-4.536,-9.07361
249,-4.518,-7.61135
250,-4.5,-8.54825
251,-4.482,-8.75358
252,-4.464,-8.29854
253,-4.446,-8.44689
254,-4.428,-8.68039
255,-4.41,-8.27234
256,-4.392,-8.44573
257,-4.374,2.82791
258,-4.356,3.82496
259,-4.338,3.43864
260,-4.32,-7.32998
261,-4.302,-8.22253
262,-4.284,-8.70274
263,-4.266,-8.51211
264,-4.248,-8.77016
265,-4.23,-8.63842
266,-4.212,-8.73865
267,-4.194,-8.67271
268,-4.176,-8.0421
269,-4.158,-7.76195
270,-4.14,-8.14068
271,-4.122,-8.12939
272,-4.104,-8.25885
273,-4.086,-8.28741
274,-4.068,-8.35156
275,-4.05,-8.35907
276,-4.032,-8.43771
277,-4.014,-8.4897
278,-3.996,-8.40523
279,-3.978,-8.35629
280,-3.96,-8.39606
281,-3.942,-8.38943
282,-3.924,-8.41889
283,-3.906,-8.4133
284,-3.888,-8.37933
285,-3.87,-8.41732
286,-3.852,-8.42825
287,-3.834,-8.33426
288,-3.816,-8.34864
289,-3.798,-8.36009
290,-3.78,-8.40261
291,-3.762,-8.41122
292,-3.744,-8.04343
293,-3.726,-8.05608
294,-3.708,-8.75191
295,-3.69,-8.75192
296,-3.672,-8.46738
297,-3.654,-9.02594
298,-3.636,-7.52368
299,-3.618,-8.58959
300,-3.6,3.98442
301,-3.582,2.43355
302,-3.564,2.78012
303,-3.546,2.83374
304,-3.528,2.31552
305,-3.51,-8.86246
306,-3.492,-8.40205
307,-3.474,-8.41686
308,-3.456,-8.436
309,-3.438,-8.45174
310,-3.42,-8.4174
311,-3.402,-8.43547
312,-3.384,-8.45668
313,-3.366,-8.47347
314,-3.348,-8.46944
315,-3.33,-8.55977
316,-3.312,-8.56533
317,-3.294,-8.51788
318,-3.276,-8.51409
319,-3.258,-8.45999
320,-3.24,-8.44876
321,-3.222,-8.43337
322,-3.204,-8.36523
323,-3.186,-8.33799
324,-3.168,-8.26065
325,-3.15,-8.22382
326,-3.132,-8.18395
327,-3.114,-8.13795
328,-3.096,-8.04259
329,-3.078,-7.98326
330,-3.06,-7.91736
331,-3.042,-7.8036
332,-3.024,-7.72786
333,-3.006,-7.64338
334,-2.988,-7.55184
335,-2.97,-7.41556
336,-2.952,-7.3102
337,-2.934,-8.8918
338,-2.916,-8.99312
339,-2.898,-9.00259
340,-2.88,-8.85286
341,-2.862,-8.6656
342,-2.844,-8.20897
343,-2.826,-7.67028
344,-2.808,-7.80304
345,-2.79,-7.34724
346,-2.772,-7.32429
347,-2.754,-7.86592
348,-2.736,-8.33847
349,-2.718,-8.16278
350,-2.7,-8.04922
351,-2.682,-7.78747
352,-2.664,-7.81943
353,-2.646,-7.6051
354,-2.628,-7.35676
355,-2.61,-7.36674
356,-2.592,-7.33783
357,-2.574,-7.32454
358,-2.556,-7.3057
359,-2.538,-7.3036
360,-2.52,-7.30928
361,-2.502,-7.31854
362,-2.484,2.30196
363,-2.466,2.31038
364,-2.448,2.30728
365,-2.43,2.33126
366,-2.412,2.3384
367,-2.394,2.35317
368,-2.376,2.38015
369,-2.358,2.3714
370,-2.34,2.85138
371,-2.322,2.70507
372,-2.304,2.98515
373,-2.286,3.18711
374,-2.268,3.39094
375,-2.25,2.83078
376,-2.232,2.76912
377,-2.214,2.33005
378,-2.196,2.77287
379,-2.178,2.68512
380,-2.16,3.09557
381,-2.142,3.58176
382,-2.124,3.82548
383,-2.106,3.97483
384,-2.088,4.00482
385,-2.07,3.92954
386,-2.052,2.27815
387,-2.034,2.38333
388,-2.016,2.5222
389,-1.998,2.61538
390,-1.98,2.70081
391,-1.962,2.81993
392,-1.944,2.89301
393,-1.926,2.95987
394,-1.908,3.02035
395,-1.89,3.11703
396,-1.872,3.16461
397,-1.854,3.20581
398,-1.836,3.28737
399,-1.818,3.32125
400,-1.8,3.34958
401,-1.782,3.41785
402,-1.764,3.43522
403,-1.746,3.44761
404,-1.728,3.50232
405,-1.71,3.50699
406,-1.692,3.55429
407,-1.674,3.55059
408,-1.656,3.45913
409,-1.638,3.46189
410,-1.62,3.45376
411,-1.602,3.42735
412,-1.584,3.4618
413,-1.566,3.44353
414,-1.548,3.42839
415,-1.53,3.40944
416,-1.512,3.38698
417,-1.494,3.07505
418,-1.476,2.31017
419,-1.458,-8.55275
420,-1.44,-7.51196
421,-1.422,-8.5812
422,-1.404,-1.51343
423,-1.386,-1.55378
424,-1.368,-2.6384
425,-1.35,-2.58158
426,-1.332,-7.26933
427,-1.314,-7.26662
428,-1.296,-7.29885
429,-1.278,-7.28963
430,-1.26,-7.9841
431,-1.242,-7.98842
432,-1.224,-8.00292
433,-1.206,-9.01085
434,-1.188,-9.16667
435,-1.17,-9.1399
436,-1.152,-9.10316
437,-1.134,-9.42316
438,-1.116,-9.42687
439,-1.098,-9.46133
440,-1.08,-9.44307
441,-1.062,-9.4045
442,-1.044,-9.43728
443,-1.026,-9.4188
444,-1.008,-9.44623
445,-0.99,-9.33454
446,-0.972,-9.26378
447,-0.954,-9.27489
448,-0.936,-8.82897
449,-0.918,-8.86426
450,-0.900001,-8.58313
451,-0.882,-8.28272
452,-0.864,-8.27289
453,-0.846,-7.91845
454,-0.828,-7.55052
455,-0.809999,-7.29394
456,-0.792,-7.27755
457,-0.774,-7.23669
458,-0.756,-2.78609
459,-0.738,-2.79322
460,-0.72,-2.61796
461,-0.702,-2.47754
462,-0.684,-1.83673
463,-0.666,-1.4686
464,-0.648001,-8.69022
465,-0.63,-8.67127
466,-0.612,-2.32159
467,-0.594,-2.78132
468,-0.576,-2.81232
469,-0.558,-2.75757
470,-0.54,-2.78378
471,-0.522,-2.75524
472,-0.504,-2.63751
473,-0.486,-2.70175
474,-0.467999,-2.49729
475,-0.45,-2.30584
476,-0.432,-1.86735
477,-0.414,-1.66476
478,-0.396,-1.36193
479,-0.378,-2.73562
480,-0.360001,-8.52113
481,-0.342,-7.61186
482,-0.324,-7.68155
483,-0.306,-8.9319
484,-0.288,-8.80529
485,-0.27,-7.77932
486,-0.252,-7.74472
487,-0.234,-8.69345
488,-0.216,-7.90666
489,-0.198,-7.66296
490,-0.18,-7.99321
491,-0.162,-7.92474
492,-0.144,-7.73092
493,-0.126,-7.74066
494,-0.108,-8.1981
495,-0.0900002,-8.1324
496,-0.0720005,-7.97398
497,-0.0539999,-7.9754
498,-0.0360003,-8.19053
499,-0.0179996,-8.25668
500,0,NULL
501,0.0179996,7.01936
502,0.0359993,7.04242
503,0.0540009,7.04909
504,0.0720005,7.07363
505,0.0900002,7.04722
506,0.108,7.04653
507,0.126,7.0408
508,0.144,7.05549
509,0.162,7.02823
510,0.18,7.06532
511,0.198,7.11228
512,0.216001,7.09475
513,0.234,7.10791
514,0.252,7.07506
515,0.27,7.04466
516,0.287999,7.04159
517,0.306001,7.055
518,0.324,7.03938
519,0.342,7.10825
520,0.36,7.10602
521,0.378,7.5695
522,0.396,7.74076
523,0.414,7.65897
524,0.432,7.68177
525,0.45,7.16392
526,0.468,7.59069
527,0.486,7.69952
528,0.504,8.09748
529,0.521999,8.82716
530,0.539999,7.96995
531,0.558001,7.44457
532,0.576,7.94422
533,0.594,8.0381
534,0.612,7.13972
535,0.63,7.09555
536,0.648001,7.50124
537,0.666,7.68519
538,0.684,7.83168
539,0.702,7.50725
540,0.72,7.93577
541,0.738,7.7087
542,0.756,1.98592
543,0.774,1.20343
544,0.792001,2.31582
545,0.81,2.19623
546,0.828,1.03766
547,0.846,7.96811
548,0.863999,8.16866
549,0.882,1.98012
550,0.900001,1.97115
551,0.918,1.8873
552,0.936,1.98597
553,0.954,7.97308
554,0.972,2.00702
555,0.99,NULL
556,1.008,1.9644
557,1.026,1.95725
558,1.044,1.94043
559,1.062,1.94846
560,1.08,1.93871
561,1.098,1.91715
562,1.116,1.89187
563,1.134,1.91211
564,1.152,7.97346
565,1.17,7.99167
566,1.188,7.99947
567,1.206,1.9921
568,1.224,7.9822
569,1.242,1.95512
570,1.26,7.95447
571,1.278,1.66713
572,1.296,2.31233
573,1.314,2.4567
574,1.332,2.03795
575,1.35,7.66986
576,1.368,7.74998
577,1.386,7.71022
578,1.404,7.75548
579,1.422,-8.17684
580,1.44,-8.54888
581,1.458,-7.83393
582,1.476,-7.97279
583,1.494,-9.26311
584,1.512,-7.53053
585,1.53,-7.68623
586,1.548,-7.50126
587,1.566,-7.31216
588,1.584,-7.40747
589,1.602,-8.19268
590,1.62,-7.59107
591,1.638,-8.59807
592,1.656,-8.61798
593,1.674,-8.25342
594,1.692,-8.45007
595,1.71,-9.11101
596,1.728,-9.01292
597,1.746,-8.88556
598,1.764,-7.69438
599,1.782,-8.90329
600,1.8,-8.09296
601,1.818,-8.5958
602,1.836,-9.43297
603,1.854,-9.43347
604,1.872,-8.9957
605,1.89,-8.32355
606,1.908,-8.59936
607,1.926,-7.31599
608,1.944,-7.39433
609,1.962,-8.70435
610,1.98,-9.47531
611,1.998,-8.83401
612,2.016,-7.64581
613,2.034,-8.43509
614,2.052,-7.54997
615,2.07,-8.37313
616,2.088,-7.73297
617,2.106,-8.57642
618,2.124,-8.53941
619,2.142,-8.11603
620,2.16,-8.42408
621,2.178,-8.0407
622,2.196,-7.8521
623,2.214,-8.2099
624,2.232,-7.97274
625,2.25,-7.8706
626,2.268,-8.26385
627,2.286,-8.58152
628,2.304,-8.07311
629,2.322,-8.27563
630,2.34,-9.10042
631,2.358,-7.76928
632,2.376,-8.54301
633,2.394,-8.25979
634,2.412,-8.16947
635,2.43,-7.78934
636,2.448,-8.31198
637,2.466,-8.00325
638,2.484,-7.88739
639,2.502,7.06989
640,2.52,7.05461
641,2.538,7.08293
642,2.556,7.07369
643,2.574,7.05692
644,2.592,7.06202
645,2.61,7.08515
646,2.628,7.03412
647,2.646,7.07735
648,2.664,7.06369
649,2.682,7.07562
650,2.7,7.57195
651,2.718,7.471
652,2.736,8.07556
653,2.754,7.87494
654,2.772,7.92239
655,2.79,9.06873
656,2.808,8.019
657,2.826,7.69335
658,2.844,7.8638
659,2.862,7.7014
660,2.88,8.39803
661,2.898,7.10192
662,2.916,7.10641
663,2.934,7.0814
664,2.952,7.60848
665,2.97,7.64803
666,2.988,7.96504
667,3.006,7.59919
668,3.024,7.71057
669,3.042,7.84338
670,3.06,7.96837
671,3.078,1.97722
672,3.096,1.05574
673,3.114,1.01733
674,3.132,1.11537
675,3.15,1.75309
676,3.168,2.17978
677,3.186,2.38326
678,3.204,2.53785
679,3.222,2.3155
680,3.24,2.13727
681,3.258,2.01722
682,3.276,1.1795
683,3.294,1.10038
684,3.312,1.20534
685,3.33,0.990238
686,3.348,1.02169
687,3.366,0.994733
688,3.384,1.05837
689,3.402,1.03326
690,3.42,1.13884
691,3.438,1.07221
692,3.456,1.15114
693,3.474,1.12819
694,3.492,1.02576
695,3.51,1.03002
696,3.528,7.4783
697,3.546,7.01884
698,3.564,7.87483
699,3.582,-9.26152
700,3.6,-9.3888
701,3.618,-9.45573
702,3.636,-9.37432
703,3.654,-9.03828
704,3.672,-7.99834
705,3.69,-8.93097
706,3.708,-7.86879
707,3.726,-8.98934
708,3.744,-8.96361
709,3.762,-9.00648
710,3.78,-9.05275
711,3.798,-8.25598
712,3.816,-8.15775
713,3.834,-8.50349
714,3.852,-8.41837
715,3.87,-8.78041
716,3.888,-9.26558
717,3.906,-8.61092
718,3.924,-8.67216
719,3.942,-7.92883
720,3.96,-7.70128
721,3.978,-9.18198
722,3.996,-7.85125
723,4.014,-8.0199
724,4.032,-7.82279
725,4.05,-8.76319
726,4.068,-8.68227
727,4.086,-8.8658
728,4.104,-9.02514
729,4.122,-9.00038
730,4.14,-8.94552
731,4.158,-8.37784
732,4.176,-8.92918
733,4.194,-7.95134
734,4.212,-9.54739
735,4.23,-9.41851
736,4.248,-7.40745
737,4.266,-8.86294
738,4.284,-9.40902
739,4.302,-7.36192
740,4.32,-9.0342
741,4.338,-9.46941
742,4.356,-8.51741
743,4.374,-8.72548
744,4.392,-7.37325
745,4.41,-8.65669
746,4.428,-9.18971
747,4.446,-8.39501
748,4.464,-7.31613
749,4.482,-7.48292
750,4.5,-7.39456
751,4.518,-7.74853
752,4.536,-8.49405
753,4.554,-8.18559
754,4.572,-8.31527
755,4.59,-8.56242
756,4.608,-9.25254
757,4.626,-9.3722
758,4.644,-8.51216
759,4.662,-8.17905
760,4.68,-8.10495
761,4.698,-8.01249
762,4.716,-7.76782
763,4.734,-7.64498
764,4.752,-7.61252
765,4.77,-7.56446
766,4.788,-7.66727
767,4.806,-7.3933
768,4.824,-8.60858
769,4.842,-8.17626
770,4.86,-9.08855
771,4.878,-8.49248
772,4.896,-8.92102
773,4.914,-7.60762
774,4.932,-8.59194
775,4.95,-9.08476
776,4.968,-9.02283
777,4.986,-8.99925
778,5.004,6.60634
779,5.022,6.50367
780,5.04,6.55999
781,5.058,6.60409
782,5.076,6.63803
783,5.094,6.6042
784,5.112,6.50945
785,5.13,6.5536
786,5.148,6.56612
787,5.166,6.56137
788,5.184,6.6627
789,5.202,6.63639
790,5.22,6.51081
791,5.238,6.61364
792,5.256,6.55373
793,5.274,6.46613
794,5.292,6.52141
795,5.31,6.61284
796,5.328,6.65775
797,5.346,6.49047
798,5.364,6.45781
799,5.382,6.51696
800,5.4,6.51663
801,5.418,6.51791
802,5.436,6.53753
803,5.454,6.57302
804,5.472,6.58725
805,5.49,6.47795
806,5.508,6.56097
807,5.526,6.47375
808,5.544,6.47913
809,5.562,6.47837
810,5.58,6.514
811,5.598,6.52284
812,5.616,6.49991
813,5.634,6.62953
814,5.652,6.64467
815,5.67,6.62169
816,5.688,6.49484
817,5.706,6.54297
818,5.724,6.48405
819,5.742,6.46975
820,5.76,6.4801
821,5.778,6.48973
822,5.796,6.52542
823,5.814,6.44631
824,5.832,6.54337
825,5.85,6.49724
826,5.868,6.43607
827,5.886,6.49432
828,5.904,6.26755
829,5.922,6.44582
830,5.94,6.53782
831,5.958,6.31778
832,5.976,6.44031
833,5.994,6.45902
834,6.012,6.32715
835,6.03,6.47595
836,6.048,6.49839
837,6.066,6.34282
838,6.084,6.50398
839,6.102,6.32571
840,6.12,6.4724
841,6.138,6.46293
842,6.156,6.50875
843,6.174,6.49986
844,6.192,6.31205
845,6.21,6.31888
846,6.228,6.50189
847,6.246,6.37137
848,6.264,6.51627
849,6.282,6.46582
850,6.3,6.55032
851,6.318,6.5831
852,6.336,6.5289
853,6.354,6.59804
854,6.372,6.46875
855,6.39,6.62133
856,6.408,6.51847
857,6.426,6.59228
858,6.444,6.55811
859,6.462,1.8585
860,6.48,1.88743
861,6.498,1.04017
862,6.516,2.14985
863,6.534,2.00873
864,6.552,2.15408
865,6.57,1.99767
866,6.588,2.14659
867,6.606,1.99623
868,6.624,2.15305
869,6.642,2.04121
870,6.66,2.20551
871,6.678,2.0751
872,6.696,2.24852
873,6.714,1.87998
874,6.732,1.78635
875,6.75,1.68654
876,6.768,0.96127
877,6.786,1.03772
878,6.804,1.08149
879,6.822,1.13095
880,6.84,1.22158
881,6.858,1.28016
882,6.876,1.38043
883,6.894,1.44774
884,6.912,1.52173
885,6.93,1.63765
886,6.948,1.72251
887,6.966,1.08275
888,6.984,2.50148
889,7.002,2.36937
890,7.02,1.97919
891,7.038,2.2266
892,7.056,2.06647
893,7.074,2.06919
894,7.092,2.54574
895,7.11,2.08061
896,7.128,0.962488
897,7.146,1.02362
898,7.164,1.57965
899,7.182,1.17014
900,7.2,2.59233
901,7.218,2.59919
902,7.236,2.5689
903,7.254,2.47774
904,7.272,2.54386
905,7.29,2.31395
906,7.308,1.01011
907,7.326,1.25407
908,7.344,1.26305
909,7.362,1.85682
910,7.38,1.7682
911,7.398,1.81256
912,7.416,1.83108
913,7.434,1.84618
914,7.452,1.8483
915,7.47,1.8548
916,7.488,1.8495
917,7.506,6.48856
918,7.524,6.56471
919,7.542,6.61061
920,7.56,6.56575
921,7.578,6.63957
922,7.596,6.59692
923,7.614,6.56188
924,7.632,6.59193
925,7.65,6.55294
926,7.668,6.55401
927,7.686,6.55694
928,7.704,6.50915
929,7.722,6.46903
930,7.74,6.46615
931,7.758,6.49602
932,7.776,6.53055
933,7.794,6.52948
934,7.812,6.59492
935,7.83,6.57584
936,7.848,6.50693
937,7.866,6.50687
938,7.884,6.52187
939,7.902,6.63623
940,7.92,6.50718
941,7.938,6.52009
942,7.956,6.6453
943,7.974,6.49292
944,7.992,6.62075
945,8.01,6.54489
946,8.028,6.6483
947,8.046,6.52913
948,8.064,6.44345
949,8.082,6.6203
950,8.1,6.49536
951,8.118,6.45174
952,8.136,6.49215
953,8.154,6.50367
954,8.172,6.63071
955,8.19,6.49803
956,8.208,6.60676
957,8.226,6.63288
958,8.244,6.59793
959,8.262,6.554
960,8.28,6.55268
961,8.298,6.6451
962,8.316,6.57853
963,8.334,6.5813
964,8.352,6.62502
965,8.37,6.58792
966,8.388,6.49221
967,8.406,6.68485
968,8.424,6.67949
969,8.442,6.63039
970,8.46,6.68223
971,8.478,6.62673
972,8.496,6.49578
973,8.514,6.614
974,8.532,6.56172
975,8.55,1.83677
976,8.568,2.54234
977,8.586,2.96219
978,8.604,2.94767
979,8.622,2.76629
980,8.64,2.20814
981,8.658,2.35425
982,8.676,-4.54756
983,8.694,-4.40074
984,8.712,-4.10135
985,8.73,8.37327
986,8.748,8.37032
987,8.766,8.4038
988,8.784,8.35906
989,8.802,7.95817
990,8.82,7.9659
991,8.838,7.96393
992,8.856,7.97193
993,8.874,1.93902
994,8.892,1.95464
995,8.91,1.94529
996,8.928,1.93766
997,8.946,1.94635
998,8.964,1.93692
999,8.982,1.95486
